Época	Error de test	Error train	Array de pesos
0	0,408602150538	0,389880952381	
1	0,408602150538	0,389880952381	
2	0,329749103943	0,321428571429	
3	0,329749103943	0,321428571429	
4	0,329749103943	0,321428571429	
5	0,329749103943	0,321428571429	
6	0,329749103943	0,321428571429	
7	0,326164874552	0,315476190476	
8	0,326164874552	0,3125	
9	0,326164874552	0,3125	
10	0,326164874552	0,3125	
11	0,326164874552	0,309523809524	
12	0,326164874552	0,309523809524	
13	0,394265232975	0,386904761905	
14	0,394265232975	0,386904761905	
15	0,394265232975	0,386904761905	
