Época	Error cuadrático	Array de pesos
0	1,088308328	
1	1,08425013996	
2	1,08066149474	
3	1,07746581023	
4	1,0746000885	
5	1,07201227748	
6	1,06965918701	
7	1,06750483919	
8	1,06551915743	
9	1,06367691967	
10	1,06195691794	
11	1,06034127962	
12	1,05881491613	
13	1,05736507233	
14	1,05598095622	
15	1,05465343294	
16	1,05337477052	
17	1,05213842755	
18	1,05093887517	
19	1,04977144714	
20	1,048632213	
21	1,04751787054	
22	1,04642565428	
23	1,04535325729	
24	1,04429876447	
25	1,04326059522	
26	1,0422374543	
27	1,04122828957	
28	1,04023225559	
29	1,03924868227	
30	1,03827704789	
31	1,03731695575	
32	1,03636811411	
33	1,0354303189	
34	1,03450343874	
35	1,03358740213	
36	1,03268218638	
37	1,03178780813	
38	1,03090431523	
39	1,03003177972	
40	1,02917029197	
41	1,02831995555	
42	1,02748088302	
43	1,02665319227	
44	1,02583700352	
45	1,02503243676	
46	1,02423960974	
47	1,02345863617	
48	1,0226896244	
49	1,02193267633	
50	1,02118788651	
51	1,02045534157	
52	1,01973511966	
53	1,01902729025	
54	1,01833191385	
55	1,01764904204	
56	1,01697871739	
57	1,01632097365	
58	1,01567583585	
59	1,01504332057	
60	1,01442343614	
61	1,013816183	
62	1,01322155396	
63	1,01263953456	
64	1,01207010343	
65	1,01151323264	
66	1,01096888807	
67	1,01043702974	
68	1,00991761225	
69	1,00941058504	
70	1,00891589282	
71	1,0084334759	
72	1,00796327047	
73	1,007505209	
74	1,0070592205	
75	1,00662523083	
76	1,00620316301	
77	1,00579293745	
78	1,00539447226	
79	1,00500768346	
80	1,00463248523	
81	1,00426879014	
82	1,00391650933	
83	1,00357555275	
84	1,00324582929	
85	1,00292724699	
86	1,00261971321	
87	1,00232313474	
88	1,00203741796	
89	1,00176246897	
90	1,00149819371	
91	1,00124449807	
92	1,00100128796	
93	1,00076846946	
94	1,00054594886	
95	1,00033363273	
96	1,00013142803	
97	0,999939242146	
98	0,999756982928	
99	0,999584558775	
100	0,99942187866	
101	0,99926885217	
102	0,999125389541	
103	0,998991401686	
104	0,998866800219	
105	0,998751497476	
106	0,99864540653	
107	0,998548441205	
108	0,998460516085	
109	0,998381546522	
110	0,998311448634	
111	0,998250139314	
112	0,998197536222	
113	0,998153557787	
114	0,998118123194	
115	0,998091152384	
116	0,998072566041	
117	0,998062285581	
118	0,998060233142	
119	0,998066331569	
120	0,998080504398	
121	0,998102675845	
122	0,998132770786	
123	0,998170714739	
124	0,998216433849	
125	0,998269854868	
126	0,998330905135	
127	0,998399512559	
128	0,998475605594	
129	0,998559113225	
130	0,998649964943	
131	0,998748090724	
132	0,998853421012	
133	0,998965886694	
134	0,999085419081	
135	0,999211949885	
136	0,999345411201	
137	0,99948573548	
138	0,999632855517	
139	0,999786704421	
140	0,9999472156	
141	1,00011432274	
142	1,00028795977	
143	1,00046806089	
144	1,00065456047	
145	1,0008473931	
146	1,00104649356	
147	1,00125179676	
148	1,00146323776	
149	1,00168075175	
150	1,001904274	
151	1,00213373989	
152	1,00236908483	
153	1,00261024431	
154	1,00285715383	
155	1,00310974893	
156	1,00336796511	
157	1,00363173787	
158	1,00390100269	
159	1,00417569497	
160	1,00445575007	
161	1,00474110325	
162	1,00503168969	
163	1,00532744445	
164	1,00562830247	
165	1,00593419855	
166	1,00624506734	
167	1,00656084334	
168	1,00688146086	
169	1,00720685402	
170	1,00753695675	
171	1,00787170276	
172	1,00821102555	
173	1,00855485837	
174	1,00890313423	
175	1,00925578589	
176	1,00961274584	
177	1,0099739463	
178	1,01033931919	
179	1,01070879617	
180	1,01108230855	
181	1,01145978737	
182	1,01184116333	
183	1,01222636681	
184	1,01261532785	
185	1,01300797614	
186	1,01340424105	
187	1,01380405155	
188	1,01420733628	
189	1,0146140235	
190	1,01502404109	
191	1,01543731656	
192	1,01585377701	
193	1,01627334917	
194	1,01669595937	
195	1,01712153352	
