Época	Error cuadrático	Array de pesos
0	1,27891970193	
1	1,1153028931	
2	0,973970107561	
3	0,860189030829	
4	0,771963053231	
5	0,703497303098	
6	0,64914337854	
7	0,60478270342	
8	0,567680654592	
9	0,53603164633	
10	0,50860461737	
11	0,484524361535	
12	0,463144958291	
13	0,443976064905	
14	0,426638067051	
15	0,410833066002	
16	0,39632494324	
17	0,382924997084	
18	0,370481262762	
19	0,358870422426	
20	0,347991613656	
21	0,337761663307	
22	0,328111404545	
23	0,318982821805	
24	0,310326830401	
25	0,302101543506	
26	0,294270914165	
27	0,286803666479	
28	0,279672450432	
29	0,272853170166	
30	0,266324447296	
31	0,260067189754	
32	0,254064243422	
33	0,24830010902	
34	0,242760710623	
35	0,237433205242	
36	0,232305825194	
37	0,227367746779	
38	0,222608980188	
39	0,218020276591	
40	0,213593049245	
41	0,209319306042	
42	0,205191591511	
43	0,201202936603	
44	0,197346814979	
45	0,19361710472	
46	0,190008054601	
47	0,186514254233	
48	0,183130607482	
49	0,179852308703	
50	0,176674821392	
51	0,173593858923	
52	0,170605367118	
53	0,167705508392	
54	0,164890647304	
55	0,162157337351	
56	0,159502308841	
57	0,156922457757	
58	0,15441483549	
59	0,15197663936	
60	0,149605203848	
61	0,147297992459	
62	0,145052590187	
63	0,14286669649	
64	0,140738118766	
65	0,138664766264	
66	0,1366446444	
67	0,134675849456	
68	0,132756563618	
69	0,130885050329	
70	0,129059649943	
71	0,127278775645	
72	0,125540909627	
73	0,123844599496	
74	0,1221884549	
75	0,120571144356	
76	0,118991392266	
77	0,11744797611	
78	0,115939723799	
79	0,114465511184	
80	0,113024259706	
81	0,111614934182	
82	0,110236540711	
83	0,1088881247	
84	0,107568769	
85	0,10627759214	
86	0,105013746667	
87	0,103776417559	
88	0,102564820743	
89	0,101378201678	
90	0,100215834017	
91	0,0990770183413	
92	0,097961080957	
93	0,096867372758	
94	0,0957952681442	
95	0,0947441639956	
96	0,0937134786996	
97	0,0927026512254	
