Época	Error de test	Error train	Array de pesos
0	0,133333333333	0,144444444444	
1	0,1	0,133333333333	
2	0,0833333333333	0,122222222222	
3	0,0666666666667	0,0777777777778	
4	0,05	0,0777777777778	
5	0,05	0,0666666666667	
6	0,0166666666667	0,0666666666667	
7	0,0166666666667	0,0555555555556	
8	0,0166666666667	0,0444444444444	
9	0,0166666666667	0,0333333333333	
10	0,0166666666667	0,0333333333333	
11	0,0166666666667	0,0333333333333	
12	0,0166666666667	0,0333333333333	
13	0,0166666666667	0,0333333333333	
14	0,0166666666667	0,0333333333333	
15	0,0166666666667	0,0333333333333	
16	0,0166666666667	0,0333333333333	
17	0,0166666666667	0,0333333333333	
18	0,0166666666667	0,0333333333333	
19	0,0166666666667	0,0333333333333	
20	0,0166666666667	0,0333333333333	
21	0,0166666666667	0,0444444444444	
22	0,0166666666667	0,0444444444444	
23	0,0166666666667	0,0444444444444	
24	0,0166666666667	0,0444444444444	
25	0,0166666666667	0,0444444444444	
26	0,0166666666667	0,0444444444444	
27	0,0166666666667	0,0444444444444	
28	0,0166666666667	0,0444444444444	
29	0,0166666666667	0,0444444444444	
30	0,0166666666667	0,0444444444444	
31	0,0166666666667	0,0444444444444	
32	0,0166666666667	0,0444444444444	
33	0,0166666666667	0,0444444444444	
34	0,0166666666667	0,0333333333333	
35	0,0166666666667	0,0444444444444	
36	0,0166666666667	0,0444444444444	
37	0,0166666666667	0,0444444444444	
38	0,0166666666667	0,0444444444444	
39	0,0166666666667	0,0444444444444	
40	0,0166666666667	0,0444444444444	
41	0,0166666666667	0,0444444444444	
42	0,0166666666667	0,0444444444444	
43	0,0166666666667	0,0444444444444	
44	0,0166666666667	0,0444444444444	
45	0,0166666666667	0,0333333333333	
46	0,0166666666667	0,0444444444444	
47	0,0166666666667	0,0444444444444	
48	0,0166666666667	0,0555555555556	
49	0,0166666666667	0,0555555555556	
50	0,0166666666667	0,0555555555556	
51	0,0166666666667	0,0555555555556	
52	0,0166666666667	0,0666666666667	
53	0,0166666666667	0,0666666666667	
54	0,0166666666667	0,0666666666667	
55	0,0166666666667	0,0666666666667	
56	0,0166666666667	0,0666666666667	
57	0,0166666666667	0,0666666666667	
58	0,0166666666667	0,0666666666667	
59	0,0166666666667	0,0555555555556	
60	0,0166666666667	0,0666666666667	
61	0,0166666666667	0,0555555555556	
62	0,0166666666667	0,0555555555556	
63	0,0166666666667	0,0555555555556	
64	0,0166666666667	0,0555555555556	
65	0,0166666666667	0,0444444444444	
66	0,0166666666667	0,0444444444444	
67	0,0166666666667	0,0444444444444	
68	0,0166666666667	0,0444444444444	
69	0,0166666666667	0,0444444444444	
70	0,0166666666667	0,0444444444444	
71	0,0166666666667	0,0444444444444	
72	0,0166666666667	0,0444444444444	
73	0,0166666666667	0,0444444444444	
74	0,0166666666667	0,0444444444444	
75	0,0166666666667	0,0444444444444	
76	0,0166666666667	0,0333333333333	
77	0,0166666666667	0,0333333333333	
78	0,0166666666667	0,0333333333333	
79	0,0166666666667	0,0333333333333	
80	0,0166666666667	0,0333333333333	
81	0,0166666666667	0,0333333333333	
82	0,0166666666667	0,0333333333333	
83	0,0166666666667	0,0333333333333	
84	0,0166666666667	0,0333333333333	
85	0,0166666666667	0,0333333333333	
86	0,0166666666667	0,0333333333333	
87	0,0166666666667	0,0333333333333	
88	0,0166666666667	0,0333333333333	
89	0,0166666666667	0,0333333333333	
90	0,0166666666667	0,0333333333333	
91	0,0166666666667	0,0333333333333	
92	0,0166666666667	0,0333333333333	
93	0,0166666666667	0,0333333333333	
94	0,0166666666667	0,0333333333333	
95	0,0166666666667	0,0333333333333	
96	0,0166666666667	0,0333333333333	
97	0,0166666666667	0,0333333333333	
98	0,0166666666667	0,0333333333333	
99	0,0166666666667	0,0444444444444	
100	0,0166666666667	0,0444444444444	
101	0,0166666666667	0,0444444444444	
102	0,0166666666667	0,0444444444444	
103	0,0166666666667	0,0444444444444	
104	0,0166666666667	0,0444444444444	
105	0,0166666666667	0,0444444444444	
106	0,0166666666667	0,0444444444444	
107	0,0166666666667	0,0444444444444	
108	0,0166666666667	0,0444444444444	
109	0,0166666666667	0,0444444444444	
110	0,0166666666667	0,0444444444444	
111	0,0166666666667	0,0444444444444	
112	0,0166666666667	0,0444444444444	
113	0,0166666666667	0,0444444444444	
114	0,0166666666667	0,0444444444444	
115	0,0166666666667	0,0444444444444	
116	0,0166666666667	0,0444444444444	
117	0,0166666666667	0,0444444444444	
118	0,0166666666667	0,0444444444444	
119	0,0166666666667	0,0444444444444	
120	0,0166666666667	0,0444444444444	
121	0,0166666666667	0,0444444444444	
122	0,0166666666667	0,0444444444444	
123	0,0166666666667	0,0555555555556	
124	0,0166666666667	0,0555555555556	
125	0,0166666666667	0,0555555555556	
126	0,0166666666667	0,0555555555556	
127	0,0166666666667	0,0555555555556	
128	0,0166666666667	0,0555555555556	
129	0,0166666666667	0,0555555555556	
130	0,0166666666667	0,0555555555556	
131	0,0166666666667	0,0555555555556	
132	0,0166666666667	0,0555555555556	
133	0,0166666666667	0,0555555555556	
134	0,0166666666667	0,0555555555556	
135	0,0166666666667	0,0555555555556	
136	0,0166666666667	0,0555555555556	
137	0,0166666666667	0,0555555555556	
138	0,0166666666667	0,0444444444444	
139	0,0166666666667	0,0444444444444	
140	0,0166666666667	0,0444444444444	
141	0,0166666666667	0,0444444444444	
142	0,0166666666667	0,0444444444444	
143	0,0166666666667	0,0444444444444	
144	0,0166666666667	0,0444444444444	
145	0,0166666666667	0,0444444444444	
146	0,0166666666667	0,0444444444444	
147	0,0166666666667	0,0444444444444	
148	0,0166666666667	0,0444444444444	
149	0,0166666666667	0,0444444444444	
150	0,0166666666667	0,0444444444444	
151	0,0166666666667	0,0444444444444	
152	0,0166666666667	0,0444444444444	
153	0,0166666666667	0,0444444444444	
154	0,0166666666667	0,0444444444444	
155	0,0166666666667	0,0444444444444	
156	0,0166666666667	0,0444444444444	
157	0,0166666666667	0,0444444444444	
158	0,0166666666667	0,0444444444444	
159	0,0166666666667	0,0444444444444	
160	0,0166666666667	0,0444444444444	
161	0,0166666666667	0,0444444444444	
162	0,0166666666667	0,0444444444444	
163	0,0166666666667	0,0444444444444	
