Época	Error de test	Error train	Array de pesos
0	0,0322580645161	0,0238095238095	
1	0,0322580645161	0,0238095238095	
2	0,0286738351254	0,0238095238095	
3	0,0286738351254	0,0238095238095	
4	0,0286738351254	0,0208333333333	
5	0,0286738351254	0,0208333333333	
6	0,0286738351254	0,0208333333333	
7	0,0286738351254	0,0208333333333	
8	0,0322580645161	0,0208333333333	
9	0,0322580645161	0,0178571428571	
10	0,0322580645161	0,0178571428571	
11	0,0322580645161	0,014880952381	
12	0,0322580645161	0,014880952381	
13	0,0322580645161	0,014880952381	
14	0,0322580645161	0,014880952381	
15	0,0322580645161	0,014880952381	
16	0,0322580645161	0,014880952381	
17	0,0322580645161	0,014880952381	
18	0,0322580645161	0,014880952381	
19	0,0322580645161	0,014880952381	
20	0,0358422939068	0,014880952381	
21	0,0358422939068	0,014880952381	
22	0,0358422939068	0,014880952381	
23	0,0358422939068	0,014880952381	
24	0,0358422939068	0,014880952381	
25	0,0358422939068	0,014880952381	
26	0,0358422939068	0,014880952381	
27	0,0358422939068	0,014880952381	
28	0,0358422939068	0,014880952381	
29	0,0358422939068	0,014880952381	
30	0,0358422939068	0,014880952381	
31	0,0358422939068	0,014880952381	
32	0,0358422939068	0,014880952381	
33	0,0358422939068	0,014880952381	
34	0,0394265232975	0,014880952381	
35	0,0394265232975	0,014880952381	
