Época	Error cuadrático	Array de pesos
0	1,00551157875	
1	1,00544973235	
2	1,00538797596	
3	1,00532630938	
4	1,00526473244	
5	1,00520324495	
6	1,00514184673	
7	1,0050805376	
8	1,00501931738	
9	1,00495818589	
10	1,00489714294	
11	1,00483618837	
12	1,00477532199	
13	1,00471454363	
14	1,00465385309	
15	1,00459325022	
16	1,00453273482	
17	1,00447230673	
18	1,00441196576	
19	1,00435171174	
20	1,00429154449	
21	1,00423146384	
22	1,00417146961	
23	1,00411156163	
24	1,00405173972	
25	1,00399200371	
26	1,00393235343	
27	1,00387278869	
28	1,00381330933	
29	1,00375391518	
30	1,00369460606	
31	1,0036353818	
32	1,00357624223	
33	1,00351718717	
34	1,00345821647	
35	1,00339932993	
36	1,00334052741	
37	1,00328180872	
38	1,00322317369	
39	1,00316462216	
40	1,00310615396	
41	1,00304776892	
42	1,00298946687	
43	1,00293124765	
44	1,00287311108	
45	1,00281505699	
46	1,00275708524	
47	1,00269919563	
48	1,00264138802	
49	1,00258366223	
50	1,0025260181	
51	1,00246845546	
52	1,00241097415	
53	1,00235357401	
54	1,00229625487	
55	1,00223901656	
56	1,00218185893	
57	1,00212478181	
58	1,00206778504	
59	1,00201086846	
60	1,0019540319	
61	1,0018972752	
62	1,0018405982	
63	1,00178400074	
64	1,00172748267	
65	1,00167104381	
66	1,00161468401	
67	1,00155840312	
68	1,00150220096	
69	1,00144607739	
70	1,00139003224	
71	1,00133406536	
72	1,00127817658	
73	1,00122236576	
74	1,00116663273	
75	1,00111097733	
76	1,00105539942	
77	1,00099989883	
78	1,0009444754	
79	1,00088912899	
80	1,00083385944	
81	1,00077866659	
82	1,00072355028	
83	1,00066851037	
84	1,0006135467	
85	1,00055865912	
86	1,00050384747	
87	1,00044911159	
88	1,00039445135	
89	1,00033986658	
90	1,00028535713	
91	1,00023092286	
92	1,00017656361	
93	1,00012227922	
94	1,00006806955	
95	1,00001393446	
96	0,999959873778	
97	0,999905887368	
98	0,999851975078	
99	0,999798136758	
100	0,999744372259	
101	0,999690681434	
102	0,999637064135	
103	0,999583520212	
104	0,99953004952	
105	0,999476651911	
106	0,999423327238	
107	0,999370075355	
108	0,999316896115	
109	0,999263789372	
110	0,999210754982	
111	0,999157792798	
112	0,999104902676	
113	0,999052084471	
114	0,998999338039	
115	0,998946663236	
116	0,998894059918	
117	0,998841527942	
118	0,998789067165	
119	0,998736677443	
120	0,998684358635	
121	0,998632110598	
122	0,998579933191	
123	0,998527826271	
124	0,998475789698	
125	0,998423823331	
126	0,998371927029	
127	0,998320100651	
128	0,998268344058	
129	0,99821665711	
130	0,998165039667	
131	0,998113491591	
132	0,998062012742	
133	0,998010602982	
134	0,997959262173	
135	0,997907990176	
136	0,997856786855	
137	0,997805652072	
138	0,997754585689	
139	0,99770358757	
140	0,997652657578	
141	0,997601795578	
142	0,997551001434	
143	0,997500275009	
144	0,997449616169	
145	0,997399024778	
146	0,997348500703	
147	0,997298043807	
148	0,997247653959	
149	0,997197331022	
150	0,997147074865	
151	0,997096885354	
152	0,997046762355	
153	0,996996705736	
154	0,996946715365	
155	0,996896791109	
156	0,996846932838	
157	0,996797140418	
158	0,99674741372	
159	0,996697752611	
160	0,996648156962	
161	0,996598626642	
162	0,996549161521	
163	0,996499761468	
164	0,996450426355	
165	0,996401156053	
166	0,996351950431	
167	0,996302809362	
168	0,996253732717	
169	0,996204720367	
170	0,996155772186	
171	0,996106888045	
172	0,996058067817	
173	0,996009311376	
174	0,995960618593	
175	0,995911989343	
176	0,9958634235	
177	0,995814920938	
178	0,99576648153	
179	0,995718105152	
180	0,995669791678	
181	0,995621540984	
182	0,995573352944	
183	0,995525227436	
184	0,995477164334	
185	0,995429163515	
186	0,995381224855	
187	0,995333348231	
188	0,99528553352	
189	0,9952377806	
190	0,995190089348	
191	0,995142459641	
192	0,995094891359	
193	0,995047384379	
194	0,99499993858	
195	0,99495255384	
196	0,99490523004	
197	0,994857967058	
198	0,994810764774	
199	0,994763623068	
200	0,99471654182	
201	0,994669520911	
202	0,994622560221	
203	0,994575659632	
204	0,994528819025	
205	0,994482038281	
206	0,994435317281	
207	0,994388655909	
208	0,994342054046	
209	0,994295511574	
210	0,994249028377	
211	0,994202604338	
212	0,99415623934	
213	0,994109933266	
214	0,994063686001	
215	0,994017497428	
216	0,993971367431	
217	0,993925295896	
218	0,993879282707	
219	0,993833327749	
220	0,993787430908	
221	0,993741592069	
222	0,993695811117	
223	0,99365008794	
224	0,993604422423	
225	0,993558814452	
226	0,993513263916	
227	0,9934677707	
228	0,993422334692	
229	0,99337695578	
230	0,993331633851	
231	0,993286368794	
232	0,993241160497	
233	0,993196008848	
234	0,993150913736	
235	0,99310587505	
236	0,993060892679	
237	0,993015966514	
238	0,992971096443	
239	0,992926282357	
240	0,992881524146	
241	0,9928368217	
242	0,99279217491	
243	0,992747583667	
244	0,992703047863	
245	0,992658567388	
246	0,992614142135	
247	0,992569771994	
248	0,99252545686	
249	0,992481196623	
250	0,992436991176	
251	0,992392840413	
252	0,992348744226	
253	0,992304702508	
254	0,992260715154	
255	0,992216782057	
256	0,99217290311	
257	0,992129078209	
258	0,992085307248	
259	0,992041590121	
260	0,991997926723	
261	0,99195431695	
262	0,991910760697	
263	0,991867257859	
264	0,991823808333	
265	0,991780412014	
266	0,9917370688	
267	0,991693778585	
268	0,991650541268	
269	0,991607356744	
270	0,991564224912	
271	0,991521145669	
272	0,991478118913	
273	0,99143514454	
274	0,99139222245	
275	0,991349352541	
276	0,991306534711	
277	0,99126376886	
278	0,991221054885	
279	0,991178392687	
280	0,991135782165	
281	0,991093223218	
282	0,991050715746	
283	0,99100825965	
284	0,99096585483	
285	0,990923501186	
286	0,99088119862	
287	0,990838947031	
288	0,990796746322	
289	0,990754596393	
290	0,990712497146	
291	0,990670448484	
292	0,990628450308	
293	0,990586502521	
294	0,990544605024	
295	0,990502757722	
296	0,990460960515	
297	0,990419213309	
298	0,990377516006	
299	0,990335868509	
300	0,990294270722	
301	0,99025272255	
302	0,990211223897	
303	0,990169774666	
304	0,990128374763	
305	0,990087024093	
306	0,990045722559	
307	0,990004470068	
308	0,989963266526	
309	0,989922111837	
310	0,989881005907	
311	0,989839948643	
312	0,989798939951	
313	0,989757979737	
314	0,989717067908	
315	0,989676204371	
316	0,989635389033	
317	0,989594621801	
318	0,989553902583	
319	0,989513231286	
320	0,989472607819	
321	0,989432032089	
322	0,989391504004	
323	0,989351023474	
324	0,989310590407	
325	0,989270204711	
326	0,989229866296	
327	0,989189575071	
328	0,989149330946	
329	0,98910913383	
330	0,989068983634	
331	0,989028880266	
332	0,988988823639	
333	0,988948813661	
334	0,988908850244	
335	0,988868933299	
336	0,988829062736	
337	0,988789238467	
338	0,988749460404	
339	0,988709728457	
340	0,98867004254	
341	0,988630402563	
342	0,98859080844	
343	0,988551260081	
344	0,988511757402	
345	0,988472300313	
346	0,988432888728	
347	0,98839352256	
348	0,988354201722	
349	0,988314926129	
350	0,988275695693	
351	0,98823651033	
352	0,988197369952	
353	0,988158274474	
354	0,988119223811	
355	0,988080217877	
356	0,988041256587	
357	0,988002339857	
358	0,987963467601	
359	0,987924639736	
360	0,987885856175	
361	0,987847116837	
362	0,987808421635	
363	0,987769770488	
364	0,98773116331	
365	0,987692600018	
366	0,98765408053	
367	0,987615604761	
368	0,98757717263	
369	0,987538784053	
370	0,987500438949	
371	0,987462137233	
372	0,987423878825	
373	0,987385663642	
374	0,987347491602	
375	0,987309362624	
376	0,987271276626	
377	0,987233233528	
378	0,987195233247	
379	0,987157275703	
380	0,987119360815	
381	0,987081488502	
382	0,987043658685	
383	0,987005871282	
384	0,986968126215	
385	0,986930423402	
386	0,986892762764	
387	0,986855144221	
388	0,986817567695	
389	0,986780033106	
390	0,986742540375	
391	0,986705089423	
392	0,986667680172	
393	0,986630312542	
394	0,986592986456	
395	0,986555701835	
396	0,986518458602	
397	0,986481256678	
398	0,986444095986	
399	0,986406976449	
400	0,986369897988	
401	0,986332860528	
402	0,98629586399	
403	0,986258908299	
404	0,986221993377	
405	0,986185119148	
406	0,986148285535	
407	0,986111492463	
408	0,986074739856	
409	0,986038027637	
410	0,986001355732	
411	0,985964724063	
412	0,985928132557	
413	0,985891581138	
414	0,985855069731	
415	0,985818598261	
416	0,985782166654	
417	0,985745774835	
418	0,985709422729	
419	0,985673110263	
420	0,985636837362	
421	0,985600603952	
422	0,985564409961	
423	0,985528255314	
424	0,985492139937	
425	0,985456063758	
426	0,985420026704	
427	0,985384028702	
428	0,985348069678	
429	0,985312149561	
430	0,985276268277	
431	0,985240425755	
432	0,985204621923	
433	0,985168856708	
434	0,985133130039	
435	0,985097441844	
436	0,985061792051	
437	0,985026180589	
438	0,984990607388	
439	0,984955072375	
440	0,98491957548	
441	0,984884116633	
442	0,984848695763	
443	0,984813312798	
444	0,98477796767	
445	0,984742660308	
446	0,984707390641	
447	0,984672158601	
448	0,984636964117	
449	0,984601807121	
450	0,984566687541	
451	0,98453160531	
452	0,984496560359	
453	0,984461552617	
454	0,984426582018	
455	0,984391648491	
