Época	Error train	Array de pesos
248	0.975538188763	
249	0.97561004191	
250	0.975682450548	
251	0.975755411369	
252	0.975828921082	
253	0.975902976411	
254	0.975977574097	
255	0.976052710896	
256	0.976128383579	
257	0.976204588932	
258	0.976281323755	
259	0.976358584863	
260	0.976436369085	
261	0.976514673262	
262	0.976593494249	
263	0.976672828915	
264	0.976752674139	
265	0.976833026815	
266	0.976913883848	
267	0.976995242152	
268	0.977077098658	
269	0.977159450302	
270	0.977242294036	
271	0.97732562682	
272	0.977409445624	
273	0.97749374743	
274	0.977578529228	
275	0.97766378802	
276	0.977749520814	
277	0.977835724632	
278	0.9779223965	
279	0.978009533455	
280	0.978097132544	
281	0.97818519082	
282	0.978273705346	
283	0.978362673191	
284	0.978452091434	
285	0.97854195716	
286	0.978632267462	
287	0.978723019441	
288	0.978814210203	
289	0.978905836863	
290	0.978997896542	
291	0.979090386368	
292	0.979183303474	
293	0.979276645	
294	0.979370408094	
295	0.979464589907	
296	0.979559187598	
297	0.979654198331	
298	0.979749619275	
299	0.979845447604	
300	0.9799416805	
301	0.980038315147	
302	0.980135348736	
303	0.980232778462	
304	0.980330601526	
305	0.980428815132	
306	0.98052741649	
307	0.980626402813	
308	0.98072577132	
309	0.980825519233	
310	0.980925643779	
311	0.981026142189	
312	0.981127011697	
313	0.981228249542	
314	0.981329852966	
315	0.981431819216	
316	0.98153414554	
317	0.981636829192	
318	0.981739867429	
319	0.98184325751	
320	0.981946996699	
321	0.982051082261	
322	0.982155511466	
323	0.982260281587	
324	0.9823653899	
325	0.982470833682	
326	0.982576610214	
327	0.982682716781	
328	0.982789150669	
329	0.982895909168	
330	0.983002989569	
331	0.983110389167	
332	0.983218105258	
333	0.983326135142	
334	0.98343447612	
335	0.983543125496	
336	0.983652080576	
337	0.983761338668	
338	0.983870897084	
339	0.983980753134	
340	0.984090904134	
341	0.984201347401	
342	0.984312080253	
343	0.98442310001	
344	0.984534403994	
345	0.98464598953	
346	0.984757853944	
347	0.984869994563	
348	0.984982408716	
349	0.985095093735	
350	0.985208046953	
351	0.985321265703	
352	0.985434747323	
353	0.985548489148	
354	0.985662488518	
355	0.985776742774	
356	0.985891249258	
357	0.986006005312	
358	0.986121008283	
359	0.986236255515	
360	0.986351744357	
361	0.986467472158	
362	0.986583436267	
363	0.986699634037	
364	0.986816062819	
365	0.986932719969	
366	0.987049602841	
367	0.987166708791	
368	0.987284035179	
369	0.987401579361	
370	0.987519338699	
371	0.987637310554	
372	0.987755492288	
373	0.987873881264	
374	0.987992474847	
375	0.988111270403	
376	0.988230265299	
377	0.988349456901	
378	0.98846884258	
379	0.988588419704	
380	0.988708185646	
381	0.988828137777	
382	0.988948273469	
383	0.989068590098	
384	0.989189085037	
385	0.989309755664	
386	0.989430599355	
387	0.989551613488	
388	0.989672795442	
389	0.989794142598	
390	0.989915652336	
391	0.990037322038	
392	0.990159149087	
393	0.990281130867	
394	0.990403264762	
395	0.99052554816	
396	0.990647978446	
397	0.990770553008	
398	0.990893269234	
399	0.991016124516	
400	0.991139116242	
401	0.991262241805	
402	0.991385498598	
403	0.991508884013	
404	0.991632395446	
405	0.991756030292	
406	0.991879785946	
407	0.992003659807	
408	0.992127649274	
409	0.992251751744	
410	0.992375964619	
411	0.992500285301	
412	0.992624711191	
413	0.992749239692	
414	0.99287386821	
415	0.992998594149	
416	0.993123414916	
417	0.993248327918	
418	0.993373330564	
419	0.993498420263	
420	0.993623594426	
421	0.993748850464	
422	0.993874185791	
423	0.993999597819	
424	0.994125083963	
425	0.99425064164	
426	0.994376268266	
427	0.99450196126	
428	0.99462771804	
429	0.994753536028	
430	0.994879412643	
431	0.99500534531	
432	0.995131331452	
433	0.995257368493	
434	0.99538345386	
435	0.99550958498	
436	0.995635759282	
437	0.995761974195	
438	0.99588822715	
439	0.996014515579	
440	0.996140836916	
441	0.996267188595	
442	0.996393568052	
443	0.996519972725	
444	0.996646400051	
445	0.99677284747	
446	0.996899312425	
447	0.997025792356	
448	0.997152284708	
449	0.997278786926	
450	0.997405296456	
451	0.997531810746	
452	0.997658327246	
453	0.997784843406	
454	0.997911356678	
455	0.998037864515	
456	0.998164364374	
457	0.998290853709	
458	0.998417329979	
459	0.998543790644	
460	0.998670233164	
461	0.998796655001	
462	0.998923053621	
463	0.999049426487	
464	0.999175771068	
465	0.999302084832	
466	0.999428365249	
467	0.999554609792	
468	0.999680815933	
469	0.999806981148	
470	0.999933102914	
471	1.00005917871	
472	1.00018520601	
473	1.00031118231	
474	1.00043710508	
475	1.00056297181	
476	1.00068877999	
477	1.00081452711	
478	1.00094021065	
479	1.00106582811	
480	1.00119137698	
481	1.00131685477	
482	1.00144225896	
483	1.00156758706	
484	1.00169283658	
485	1.001818005	
486	1.00194308984	
487	1.00206808861	
488	1.00219299882	
489	1.00231781797	
490	1.00244254358	
491	1.00256717317	
492	1.00269170426	
493	1.00281613435	
494	1.00294046098	
495	1.00306468167	
496	1.00318879394	
497	1.00331279533	
498	1.00343668335	
499	1.00356045555	
500	1.00368410946	
501	1.00380764261	
502	1.00393105254	
503	1.0040543368	
504	1.00417749292	
505	1.00430051845	
506	1.00442341095	
507	1.00454616795	
508	1.00466878701	
509	1.00479126569	
510	1.00491360154	
511	1.00503579213	
512	1.005157835	
513	1.00527972773	
514	1.00540146788	
515	1.00552305303	
516	1.00564448073	
517	1.00576574858	
518	1.00588685413	
519	1.00600779497	
520	1.00612856868	
521	1.00624917285	
522	1.00636960506	
523	1.00648986289	
524	1.00660994394	
525	1.00672984581	
526	1.00684956609	
527	1.00696910237	
528	1.00708845227	
529	1.00720761337	
530	1.0073265833	
531	1.00744535966	
532	1.00756394006	
533	1.00768232212	
534	1.00780050345	
535	1.00791848168	
536	1.00803625442	
537	1.00815381931	
538	1.00827117397	
539	1.00838831604	
540	1.00850524315	
541	1.00862195293	
542	1.00873844302	
543	1.00885471108	
544	1.00897075474	
545	1.00908657166	
546	1.00920215948	
547	1.00931751586	
548	1.00943263846	
549	1.00954752494	
550	1.00966217296	
551	1.00977658019	
552	1.0098907443	
553	1.01000466295	
554	1.01011833384	
555	1.01023175463	
556	1.01034492301	
557	1.01045783667	
558	1.01057049328	
559	1.01068289055	
560	1.01079502616	
561	1.01090689782	
562	1.01101850322	
563	1.01112984008	
564	1.01124090609	
565	1.01135169897	
566	1.01146221643	
567	1.01157245619	
568	1.01168241597	
569	1.01179209349	
570	1.01190148648	
571	1.01201059267	
572	1.01211940979	
573	1.01222793559	
574	1.01233616779	
575	1.01244410415	
576	1.01255174241	
577	1.01265908033	
578	1.01276611565	
579	1.01287284613	
580	1.01297926954	
581	1.01308538364	
582	1.01319118619	
583	1.01329667497	
584	1.01340184776	
585	1.01350670233	
586	1.01361123646	
587	1.01371544794	
588	1.01381933456	
589	1.01392289411	
590	1.01402612439	
591	1.0141290232	
592	1.01423158834	
593	1.01433381761	
594	1.01443570884	
595	1.01453725983	
596	1.0146384684	
597	1.01473933237	
598	1.01483984958	
599	1.01494001784	
600	1.015039835	
601	1.01513929889	
602	1.01523840734	
603	1.01533715821	
604	1.01543554935	
605	1.0155335786	
606	1.01563124381	
607	1.01572854286	
608	1.0158254736	
609	1.01592203391	
610	1.01601822164	
611	1.01611403468	
612	1.01620947091	
613	1.01630452821	
614	1.01639920447	
615	1.01649349757	
616	1.01658740541	
617	1.0166809259	
618	1.01677405693	
619	1.0168667964	
620	1.01695914224	
621	1.01705109235	
622	1.01714264466	
623	1.01723379708	
624	1.01732454755	
625	1.01741489399	
626	1.01750483433	
627	1.01759436653	
628	1.01768348851	
629	1.01777219823	
630	1.01786049364	
631	1.0179483727	
632	1.01803583335	
633	1.01812287358	
634	1.01820949133	
635	1.0182956846	
636	1.01838145134	
637	1.01846678954	
638	1.0185516972	
639	1.01863617228	
640	1.0187202128	
641	1.01880381673	
642	1.0188869821	
643	1.01896970689	
644	1.01905198912	
645	1.01913382681	
646	1.01921521797	
647	1.01929616063	
648	1.0193766528	
649	1.01945669253	
650	1.01953627785	
651	1.01961540679	
652	1.0196940774	
653	1.01977228773	
654	1.01985003584	
655	1.01992731977	
656	1.0200041376	
657	1.02008048738	
658	1.02015636718	
659	1.02023177508	
660	1.02030670917	
661	1.02038116751	
662	1.02045514821	
663	1.02052864934	
664	1.02060166901	
665	1.02067420533	
666	1.02074625638	
667	1.02081782029	
668	1.02088889516	
669	1.02095947913	
670	1.0210295703	
671	1.02109916681	
672	1.02116826678	
673	1.02123686836	
674	1.02130496969	
675	1.02137256891	
676	1.02143966417	
677	1.02150625363	
678	1.02157233544	
679	1.02163790777	
680	1.02170296879	
681	1.02176751667	
682	1.02183154958	
683	1.02189506571	
684	1.02195806325	
685	1.02202054038	
686	1.02208249531	
687	1.02214392622	
688	1.02220483133	
689	1.02226520885	
690	1.02232505698	
691	1.02238437395	
692	1.02244315798	
693	1.0225014073	
694	1.02255912014	
695	1.02261629473	
696	1.02267292932	
697	1.02272902216	
698	1.02278457149	
699	1.02283957558	
700	1.02289403267	
701	1.02294794104	
702	1.02300129895	
703	1.02305410468	
704	1.02310635651	
705	1.02315805272	
706	1.0232091916	
707	1.02325977144	
708	1.02330979054	
709	1.0233592472	
710	1.02340813973	
711	1.02345646644	
712	1.02350422565	
713	1.02355141567	
714	1.02359803483	
715	1.02364408147	
716	1.02368955391	
717	1.02373445051	
718	1.02377876959	
719	1.02382250952	
720	1.02386566864	
721	1.02390824531	
722	1.02395023791	
723	1.02399164479	
724	1.02403246433	
725	1.0240726949	
726	1.0241123349	
727	1.0241513827	
728	1.0241898367	
729	1.0242276953	
730	1.02426495689	
731	1.02430161988	
732	1.02433768269	
733	1.02437314373	
734	1.02440800142	
735	1.02444225419	
736	1.02447590046	
737	1.02450893868	
738	1.02454136727	
739	1.02457318469	
740	1.02460438939	
741	1.02463497981	
742	1.02466495443	
743	1.02469431169	
744	1.02472305008	
745	1.02475116805	
746	1.0247786641	
747	1.02480553671	
748	1.02483178436	
749	1.02485740554	
750	1.02488239875	
751	1.0249067625	
752	1.02493049529	
753	1.02495359563	
754	1.02497606205	
755	1.02499789305	
756	1.02501908717	
757	1.02503964294	
758	1.02505955889	
759	1.02507883357	
760	1.02509746552	
761	1.02511545329	
762	1.02513279543	
763	1.02514949051	
764	1.02516553709	
765	1.02518093375	
766	1.02519567904	
767	1.02520977156	
768	1.02522320989	
769	1.02523599261	
770	1.02524811833	
771	1.02525958563	
772	1.02527039313	
773	1.02528053943	
774	1.02529002314	
775	1.02529884288	
776	1.02530699727	
777	1.02531448495	
778	1.02532130454	
779	1.02532745469	
780	1.02533293403	
781	1.0253377412	
782	1.02534187487	
783	1.02534533369	
784	1.02534811631	
785	1.02535022142	
786	1.02535164766	
787	1.02535239373	
788	1.02535245831	
789	1.02535184007	
790	1.02535053771	
791	1.02534854993	
792	1.02534587542	
793	1.02534251288	
794	1.02533846104	
795	1.0253337186	
796	1.02532828428	
797	1.0253221568	
798	1.0253153349	
799	1.02530781731	
800	1.02529960276	
801	1.02529069	
802	1.02528107779	
803	1.02527076486	
804	1.02525974998	
805	1.02524803191	
806	1.02523560942	
807	1.02522248129	
808	1.02520864628	
809	1.02519410317	
810	1.02517885077	
811	1.02516288785	
812	1.02514621322	
813	1.02512882567	
814	1.02511072401	
815	1.02509190706	
816	1.02507237362	
817	1.02505212251	
818	1.02503115257	
819	1.02500946262	
820	1.0249870515	
821	1.02496391804	
822	1.0249400611	
823	1.02491547951	
824	1.02489017214	
825	1.02486413783	
826	1.02483737547	
827	1.0248098839	
828	1.02478166201	
829	1.02475270868	
830	1.02472302278	
831	1.0246926032	
832	1.02466144884	
833	1.0246295586	
834	1.02459693136	
835	1.02456356605	
836	1.02452946157	
837	1.02449461684	
838	1.02445903077	
839	1.0244227023	
840	1.02438563036	
841	1.02434781387	
842	1.02430925178	
843	1.02426994304	
844	1.02422988659	
845	1.02418908138	
846	1.02414752639	
847	1.02410522056	
848	1.02406216287	
849	1.02401835229	
850	1.0239737878	
851	1.02392846838	
852	1.02388239302	
853	1.02383556071	
854	1.02378797045	
855	1.02373962124	
856	1.02369051208	
857	1.02364064199	
858	1.02359000999	
859	1.02353861508	
860	1.02348645631	
861	1.02343353269	
862	1.02337984327	
863	1.02332538708	
864	1.02327016317	
865	1.02321417059	
866	1.02315740838	
867	1.02309987562	
868	1.02304157135	
869	1.02298249466	
870	1.0229226446	
871	1.02286202027	
872	1.02280062074	
873	1.02273844509	
874	1.02267549243	
875	1.02261176184	
876	1.02254725243	
877	1.0224819633	
878	1.02241589357	
879	1.02234904234	
880	1.02228140874	
881	1.02221299189	
882	1.02214379093	
883	1.02207380498	
884	1.02200303318	
885	1.02193147468	
886	1.02185912863	
887	1.02178599417	
888	1.02171207047	
889	1.02163735669	
890	1.02156185199	
891	1.02148555555	
892	1.02140846654	
893	1.02133058414	
894	1.02125190754	
895	1.02117243593	
896	1.02109216851	
897	1.02101110447	
898	1.02092924301	
899	1.02084658336	
900	1.02076312471	
901	1.0206788663	
902	1.02059380734	
903	1.02050794706	
904	1.02042128469	
905	1.02033381947	
906	1.02024555064	
907	1.02015647746	
908	1.02006659916	
909	1.01997591501	
910	1.01988442426	
911	1.01979212619	
912	1.01969902006	
913	1.01960510515	
914	1.01951038073	
915	1.01941484609	
916	1.01931850052	
917	1.01922134332	
918	1.01912337377	
919	1.01902459119	
920	1.01892499488	
921	1.01882458416	
922	1.01872335833	
923	1.01862131672	
924	1.01851845867	
925	1.01841478349	
926	1.01831029052	
927	1.01820497911	
928	1.0180988486	
929	1.01799189834	
930	1.01788412769	
931	1.01777553599	
932	1.01766612262	
933	1.01755588695	
934	1.01744482834	
935	1.01733294618	
936	1.01722023985	
937	1.01710670873	
938	1.01699235222	
939	1.01687716972	
940	1.01676116062	
941	1.01664432432	
942	1.01652666025	
943	1.01640816782	
944	1.01628884644	
945	1.01616869555	
946	1.01604771456	
947	1.01592590292	
948	1.01580326007	
949	1.01567978544	
950	1.01555547848	
951	1.01543033865	
952	1.01530436541	
953	1.01517755821	
954	1.01504991653	
955	1.01492143984	
956	1.01479212761	
957	1.01466197932	
958	1.01453099446	
959	1.01439917252	
960	1.014266513	
961	1.01413301539	
962	1.0139986792	
963	1.01386350394	
964	1.01372748912	
965	1.01359063427	
966	1.0134529389	
967	1.01331440254	
968	1.01317502473	
969	1.013034805	
970	1.0128937429	
971	1.01275183798	
972	1.01260908978	
973	1.01246549786	
974	1.01232106178	
975	1.01217578112	
976	1.01202965543	
977	1.0118826843	
978	1.01173486731	
979	1.01158620403	
980	1.01143669407	
981	1.01128633702	
982	1.01113513246	
983	1.01098308002	
984	1.0108301793	
985	1.0106764299	
986	1.01052183146	
987	1.01036638358	
988	1.01021008591	
989	1.01005293807	
990	1.00989493971	
991	1.00973609045	
992	1.00957638995	
993	1.00941583787	
994	1.00925443385	
995	1.00909217756	
996	1.00892906867	
997	1.00876510684	
998	1.00860029176	
999	1.00843462309	
1000	1.00826810054	
1001	1.00810072378	
1002	1.00793249251	
1003	1.00776340644	
1004	1.00759346526	
1005	1.00742266869	
1006	1.00725101644	
1007	1.00707850823	
1008	1.00690514378	
1009	1.00673092282	
1010	1.00655584509	
1011	1.00637991032	
1012	1.00620311826	
1013	1.00602546865	
1014	1.00584696124	
1015	1.00566759581	
1016	1.0054873721	
1017	1.00530628988	
1018	1.00512434893	
1019	1.00494154903	
1020	1.00475788995	
1021	1.00457337148	
1022	1.00438799342	
1023	1.00420175556	
1024	1.0040146577	
1025	1.00382669965	
1026	1.00363788121	
1027	1.00344820222	
1028	1.00325766248	
1029	1.00306626183	
1030	1.00287400008	
1031	1.00268087709	
1032	1.00248689269	
1033	1.00229204672	
1034	1.00209633904	
1035	1.0018997695	
1036	1.00170233796	
1037	1.00150404429	
1038	1.00130488835	
1039	1.00110487003	
1040	1.00090398919	
1041	1.00070224574	
1042	1.00049963955	
1043	1.00029617052	
1044	1.00009183856	
1045	0.999886643556	
1046	0.999680585432	
1047	0.999473664097	
1048	0.999265879473	
1049	0.999057231484	
1050	0.998847720059	
1051	0.998637345132	
1052	0.998426106644	
1053	0.998214004539	
1054	0.998001038767	
1055	0.997787209281	
1056	0.997572516042	
1057	0.997356959014	
1058	0.997140538167	
1059	0.996923253476	
1060	0.996705104919	
1061	0.996486092481	
1062	0.996266216153	
1063	0.996045475929	
1064	0.995823871808	
1065	0.995601403795	
1066	0.9953780719	
1067	0.995153876138	
1068	0.994928816528	
1069	0.994702893097	
1070	0.994476105873	
1071	0.994248454891	
1072	0.994019940192	
1073	0.993790561821	
1074	0.993560319828	
1075	0.993329214269	
1076	0.993097245203	
1077	0.992864412697	
1078	0.99263071682	
1079	0.992396157649	
1080	0.992160735265	
1081	0.991924449752	
1082	0.991687301203	
1083	0.991449289713	
1084	0.991210415383	
1085	0.99097067832	
1086	0.990730078635	
1087	0.990488616444	
1088	0.99024629187	
1089	0.990003105038	
1090	0.989759056082	
1091	0.989514145138	
1092	0.989268372347	
1093	0.989021737859	
1094	0.988774241824	
1095	0.988525884401	
1096	0.988276665752	
1097	0.988026586046	
1098	0.987775645455	
1099	0.987523844158	
1100	0.987271182338	
1101	0.987017660184	
1102	0.98676327789	
1103	0.986508035654	
1104	0.986251933681	
1105	0.98599497218	
1106	0.985737151366	
1107	0.985478471458	
1108	0.985218932681	
1109	0.984958535266	
1110	0.984697279447	
1111	0.984435165466	
1112	0.984172193567	
1113	0.983908364002	
1114	0.983643677028	
1115	0.983378132905	
1116	0.9831117319	
1117	0.982844474284	
1118	0.982576360336	
1119	0.982307390337	
1120	0.982037564574	
1121	0.981766883341	
1122	0.981495346935	
1123	0.98122295566	
1124	0.980949709824	
1125	0.98067560974	
1126	0.980400655729	
1127	0.980124848113	
1128	0.979848187223	
1129	0.979570673392	
1130	0.979292306962	
1131	0.979013088278	
1132	0.978733017689	
1133	0.978452095552	
1134	0.978170322227	
1135	0.977887698082	
1136	0.977604223487	
1137	0.977319898819	
1138	0.977034724461	
1139	0.9767487008	
1140	0.976461828228	
1141	0.976174107144	
1142	0.975885537951	
1143	0.975596121058	
1144	0.975305856878	
1145	0.97501474583	
1146	0.974722788339	
1147	0.974429984834	
1148	0.974136335751	
1149	0.97384184153	
1150	0.973546502616	
1151	0.973250319461	
1152	0.97295329252	
1153	0.972655422255	
1154	0.972356709134	
1155	0.972057153627	
1156	0.971756756212	
1157	0.971455517373	
1158	0.971153437597	
1159	0.970850517378	
1160	0.970546757214	
1161	0.970242157609	
1162	0.969936719073	
1163	0.969630442119	
1164	0.969323327269	
1165	0.969015375047	
1166	0.968706585984	
1167	0.968396960616	
1168	0.968086499483	
1169	0.967775203134	
1170	0.967463072118	
1171	0.967150106993	
1172	0.966836308323	
1173	0.966521676674	
1174	0.96620621262	
1175	0.965889916739	
1176	0.965572789615	
1177	0.965254831837	
1178	0.964936044	
1179	0.964616426702	
1180	0.96429598055	
1181	0.963974706153	
1182	0.963652604127	
1183	0.963329675093	
1184	0.963005919678	
1185	0.962681338512	
1186	0.962355932234	
1187	0.962029701485	
1188	0.961702646912	
1189	0.96137476917	
1190	0.961046068915	
1191	0.960716546811	
1192	0.960386203528	
1193	0.960055039739	
1194	0.959723056124	
1195	0.959390253368	
1196	0.95905663216	
1197	0.958722193196	
1198	0.958386937177	
1199	0.958050864809	
1200	0.957713976803	
1201	0.957376273875	
1202	0.957037756748	
1203	0.956698426149	
1204	0.95635828281	
1205	0.956017327469	
1206	0.955675560869	
1207	0.955332983759	
1208	0.954989596892	
1209	0.954645401027	
1210	0.954300396928	
1211	0.953954585365	
1212	0.953607967113	
1213	0.953260542952	
1214	0.952912313667	
1215	0.952563280049	
1216	0.952213442894	
1217	0.951862803003	
1218	0.951511361182	
1219	0.951159118243	
1220	0.950806075003	
1221	0.950452232285	
1222	0.950097590915	
1223	0.949742151728	
1224	0.949385915559	
1225	0.949028883254	
1226	0.94867105566	
1227	0.948312433631	
1228	0.947953018026	
1229	0.94759280971	
1230	0.947231809551	
1231	0.946870018424	
1232	0.94650743721	
1233	0.946144066793	
1234	0.945779908064	
1235	0.945414961918	
1236	0.945049229256	
1237	0.944682710984	
1238	0.944315408013	
1239	0.943947321259	
1240	0.943578451644	
1241	0.943208800095	
1242	0.942838367544	
1243	0.942467154927	
1244	0.942095163187	
1245	0.941722393272	
1246	0.941348846134	
1247	0.94097452273	
1248	0.940599424024	
1249	0.940223550984	
1250	0.939846904583	
1251	0.939469485799	
1252	0.939091295616	
1253	0.938712335022	
1254	0.938332605012	
1255	0.937952106584	
1256	0.937570840742	
1257	0.937188808495	
1258	0.936806010858	
1259	0.93642244885	
1260	0.936038123495	
1261	0.935653035822	
1262	0.935267186867	
1263	0.934880577669	
1264	0.934493209273	
1265	0.934105082728	
1266	0.93371619909	
1267	0.933326559418	
1268	0.932936164777	
1269	0.932545016238	
1270	0.932153114875	
1271	0.931760461769	
1272	0.931367058004	
1273	0.930972904671	
1274	0.930578002864	
1275	0.930182353685	
1276	0.929785958238	
1277	0.929388817633	
1278	0.928990932985	
1279	0.928592305415	
1280	0.928192936047	
1281	0.927792826012	
1282	0.927391976444	
1283	0.926990388484	
1284	0.926588063276	
1285	0.92618500197	
1286	0.925781205721	
1287	0.925376675689	
1288	0.924971413037	
1289	0.924565418936	
1290	0.92415869456	
1291	0.923751241088	
1292	0.923343059704	
1293	0.922934151597	
1294	0.922524517961	
1295	0.922114159996	
1296	0.921703078903	
1297	0.921291275893	
1298	0.920878752177	
1299	0.920465508975	
1300	0.920051547509	
1301	0.919636869006	
1302	0.9192214747	
1303	0.918805365827	
1304	0.91838854363	
1305	0.917971009355	
1306	0.917552764254	
1307	0.917133809584	
1308	0.916714146605	
1309	0.916293776583	
1310	0.91587270079	
1311	0.915450920499	
1312	0.915028436992	
1313	0.914605251553	
1314	0.914181365472	
1315	0.913756780041	
1316	0.913331496561	
1317	0.912905516335	
1318	0.91247884067	
1319	0.91205147088	
1320	0.911623408281	
1321	0.911194654196	
1322	0.910765209952	
1323	0.910335076879	
1324	0.909904256313	
1325	0.909472749595	
1326	0.90904055807	
1327	0.908607683087	
1328	0.908174126	
1329	0.907739888167	
1330	0.907304970953	
1331	0.906869375725	
1332	0.906433103854	
1333	0.905996156717	
1334	0.905558535696	
1335	0.905120242177	
1336	0.904681277549	
1337	0.904241643206	
1338	0.903801340549	
1339	0.90336037098	
1340	0.902918735907	
1341	0.902476436743	
1342	0.902033474904	
1343	0.901589851811	
1344	0.90114556889	
1345	0.90070062757	
1346	0.900255029286	
1347	0.899808775477	
1348	0.899361867584	
1349	0.898914307055	
1350	0.898466095343	
1351	0.898017233901	
1352	0.897567724191	
1353	0.897117567677	
1354	0.896666765827	
1355	0.896215320114	
1356	0.895763232016	
1357	0.895310503013	
1358	0.894857134591	
1359	0.894403128239	
1360	0.893948485452	
