Época	Error de test	Error train	Array de pesos
0	0,243727598566	0,270833333333	
1	0,243727598566	0,270833333333	
2	0,243727598566	0,270833333333	
3	0,243727598566	0,270833333333	
4	0,243727598566	0,270833333333	
5	0,243727598566	0,270833333333	
6	0,243727598566	0,270833333333	
7	0,236559139785	0,270833333333	
8	0,229390681004	0,258928571429	
9	0,229390681004	0,258928571429	
10	0,229390681004	0,258928571429	
11	0,229390681004	0,258928571429	
12	0,229390681004	0,258928571429	
13	0,229390681004	0,258928571429	
14	0,229390681004	0,258928571429	
15	0,229390681004	0,258928571429	
16	0,229390681004	0,258928571429	
17	0,229390681004	0,258928571429	
18	0,229390681004	0,258928571429	
19	0,229390681004	0,258928571429	
20	0,229390681004	0,258928571429	
21	0,229390681004	0,258928571429	
22	0,229390681004	0,258928571429	
23	0,229390681004	0,258928571429	
24	0,229390681004	0,258928571429	
25	0,229390681004	0,258928571429	
26	0,229390681004	0,258928571429	
27	0,229390681004	0,258928571429	
28	0,229390681004	0,258928571429	
29	0,229390681004	0,258928571429	
30	0,229390681004	0,258928571429	
31	0,229390681004	0,258928571429	
32	0,229390681004	0,258928571429	
33	0,229390681004	0,258928571429	
34	0,229390681004	0,258928571429	
35	0,229390681004	0,258928571429	
36	0,229390681004	0,258928571429	
37	0,229390681004	0,258928571429	
38	0,229390681004	0,258928571429	
39	0,229390681004	0,258928571429	
40	0,229390681004	0,258928571429	
41	0,229390681004	0,258928571429	
42	0,229390681004	0,258928571429	
43	0,229390681004	0,258928571429	
44	0,229390681004	0,258928571429	
45	0,229390681004	0,258928571429	
46	0,229390681004	0,258928571429	
47	0,229390681004	0,258928571429	
48	0,232974910394	0,252976190476	
49	0,232974910394	0,252976190476	
50	0,232974910394	0,252976190476	
