Época	Error de test	Error train	Array de pesos
0	0,286995515695	0,211111111111	
1	0,260089686099	0,222222222222	
2	0,264573991031	0,211111111111	
3	0,260089686099	0,207407407407	
4	0,255605381166	0,207407407407	
5	0,260089686099	0,203703703704	
6	0,260089686099	0,2	
7	0,255605381166	0,2	
8	0,251121076233	0,196296296296	
9	0,260089686099	0,196296296296	
10	0,260089686099	0,2	
11	0,260089686099	0,196296296296	
12	0,260089686099	0,192592592593	
13	0,260089686099	0,192592592593	
14	0,260089686099	0,192592592593	
15	0,260089686099	0,192592592593	
16	0,260089686099	0,192592592593	
17	0,260089686099	0,192592592593	
18	0,264573991031	0,192592592593	
19	0,264573991031	0,192592592593	
20	0,264573991031	0,192592592593	
21	0,260089686099	0,192592592593	
22	0,264573991031	0,192592592593	
23	0,264573991031	0,192592592593	
24	0,264573991031	0,192592592593	
25	0,264573991031	0,192592592593	
26	0,264573991031	0,185185185185	
27	0,264573991031	0,185185185185	
28	0,264573991031	0,185185185185	
29	0,264573991031	0,188888888889	
30	0,264573991031	0,185185185185	
31	0,264573991031	0,185185185185	
32	0,264573991031	0,185185185185	
33	0,264573991031	0,185185185185	
34	0,264573991031	0,185185185185	
35	0,264573991031	0,185185185185	
