Época	Error de test	Error train	Array de pesos
0	0,336322869955	0,344444444444	
1	0,331838565022	0,32962962963	
2	0,318385650224	0,303703703704	
3	0,300448430493	0,27037037037	
4	0,273542600897	0,255555555556	
5	0,233183856502	0,237037037037	
6	0,242152466368	0,240740740741	
7	0,237668161435	0,233333333333	
8	0,233183856502	0,225925925926	
9	0,237668161435	0,222222222222	
10	0,233183856502	0,222222222222	
11	0,233183856502	0,222222222222	
12	0,237668161435	0,222222222222	
13	0,242152466368	0,218518518519	
14	0,242152466368	0,218518518519	
15	0,242152466368	0,214814814815	
16	0,242152466368	0,214814814815	
17	0,242152466368	0,214814814815	
18	0,237668161435	0,211111111111	
19	0,22869955157	0,211111111111	
20	0,22869955157	0,211111111111	
21	0,22869955157	0,207407407407	
22	0,22869955157	0,207407407407	
23	0,22869955157	0,207407407407	
24	0,22869955157	0,207407407407	
25	0,22869955157	0,203703703704	
26	0,22869955157	0,203703703704	
27	0,22869955157	0,203703703704	
28	0,22869955157	0,203703703704	
29	0,224215246637	0,2	
30	0,219730941704	0,2	
31	0,219730941704	0,2	
32	0,219730941704	0,2	
33	0,219730941704	0,203703703704	
34	0,219730941704	0,203703703704	
35	0,219730941704	0,203703703704	
