Época	Error de test	Error train	Array de pesos
0	0,283333333333	0,333333333333	
1	0,183333333333	0,2	
2	0,166666666667	0,155555555556	
3	0,15	0,155555555556	
4	0,133333333333	0,144444444444	
5	0,116666666667	0,111111111111	
6	0,116666666667	0,111111111111	
7	0,1	0,111111111111	
8	0,1	0,111111111111	
9	0,1	0,111111111111	
10	0,0833333333333	0,111111111111	
11	0,0666666666667	0,1	
12	0,0666666666667	0,0888888888889	
13	0,05	0,0888888888889	
14	0,05	0,0777777777778	
15	0,05	0,0666666666667	
16	0,0333333333333	0,0666666666667	
17	0,0166666666667	0,0666666666667	
18	0,0166666666667	0,0555555555556	
19	0,0166666666667	0,0555555555556	
20	0,0166666666667	0,0555555555556	
21	0,0166666666667	0,0555555555556	
22	0,0166666666667	0,0555555555556	
23	0,0166666666667	0,0444444444444	
24	0,0166666666667	0,0444444444444	
25	0,0166666666667	0,0444444444444	
26	0,0166666666667	0,0444444444444	
27	0,0166666666667	0,0444444444444	
28	0,0166666666667	0,0444444444444	
29	0,0166666666667	0,0444444444444	
30	0,0166666666667	0,0444444444444	
31	0,0166666666667	0,0444444444444	
32	0,0166666666667	0,0444444444444	
33	0,0166666666667	0,0444444444444	
34	0,0166666666667	0,0444444444444	
35	0,0166666666667	0,0333333333333	
36	0,0166666666667	0,0333333333333	
37	0,0166666666667	0,0333333333333	
38	0,0166666666667	0,0333333333333	
39	0,0166666666667	0,0333333333333	
40	0,0166666666667	0,0333333333333	
41	0,0166666666667	0,0333333333333	
42	0,0166666666667	0,0333333333333	
43	0,0166666666667	0,0333333333333	
44	0,0166666666667	0,0333333333333	
45	0,0166666666667	0,0333333333333	
46	0,0333333333333	0,0333333333333	
47	0,0333333333333	0,0333333333333	
48	0,0333333333333	0,0333333333333	
49	0,0333333333333	0,0333333333333	
50	0,0333333333333	0,0333333333333	
51	0,0333333333333	0,0333333333333	
52	0,05	0,0333333333333	
53	0,05	0,0333333333333	
54	0,05	0,0333333333333	
55	0,05	0,0333333333333	
56	0,05	0,0222222222222	
57	0,05	0,0222222222222	
58	0,05	0,0222222222222	
59	0,05	0,0222222222222	
60	0,05	0,0222222222222	
61	0,05	0,0222222222222	
62	0,05	0,0222222222222	
63	0,05	0,0222222222222	
64	0,05	0,0222222222222	
65	0,05	0,0222222222222	
66	0,05	0,0222222222222	
67	0,05	0,0222222222222	
68	0,05	0,0222222222222	
69	0,05	0,0222222222222	
70	0,05	0,0222222222222	
71	0,05	0,0222222222222	
72	0,05	0,0222222222222	
73	0,05	0,0222222222222	
74	0,05	0,0222222222222	
75	0,05	0,0222222222222	
76	0,05	0,0222222222222	
77	0,05	0,0222222222222	
78	0,05	0,0222222222222	
79	0,05	0,0222222222222	
80	0,05	0,0222222222222	
81	0,05	0,0222222222222	
82	0,05	0,0222222222222	
83	0,05	0,0222222222222	
84	0,05	0,0222222222222	
85	0,05	0,0222222222222	
86	0,05	0,0222222222222	
87	0,05	0,0222222222222	
88	0,05	0,0222222222222	
89	0,05	0,0222222222222	
90	0,05	0,0222222222222	
91	0,05	0,0222222222222	
92	0,05	0,0222222222222	
93	0,05	0,0222222222222	
94	0,05	0,0111111111111	
95	0,05	0,0111111111111	
96	0,05	0,0111111111111	
97	0,05	0,0111111111111	
98	0,05	0,0111111111111	
99	0,05	0,0111111111111	
100	0,05	0,0111111111111	
101	0,05	0,0111111111111	
102	0,05	0,0111111111111	
103	0,05	0,0111111111111	
104	0,05	0,0111111111111	
105	0,05	0,0111111111111	
106	0,05	0,0111111111111	
107	0,05	0,0111111111111	
108	0,05	0,0111111111111	
109	0,05	0,0111111111111	
110	0,05	0,0111111111111	
111	0,05	0,0111111111111	
112	0,05	0,0111111111111	
113	0,05	0,0111111111111	
114	0,05	0,0111111111111	
115	0,05	0,0111111111111	
116	0,05	0,0111111111111	
117	0,05	0,0111111111111	
118	0,05	0,0111111111111	
119	0,05	0,0111111111111	
120	0,05	0,0111111111111	
121	0,05	0,0111111111111	
122	0,05	0,0111111111111	
123	0,05	0,0111111111111	
124	0,05	0,0111111111111	
125	0,05	0,0111111111111	
126	0,05	0,0111111111111	
127	0,05	0,0111111111111	
128	0,05	0,0111111111111	
129	0,05	0,0111111111111	
130	0,05	0,0111111111111	
131	0,05	0,0111111111111	
132	0,05	0,0111111111111	
133	0,05	0,0111111111111	
134	0,05	0,0111111111111	
135	0,05	0,0111111111111	
136	0,05	0,0111111111111	
137	0,05	0,0111111111111	
138	0,05	0,0111111111111	
139	0,05	0,0111111111111	
140	0,05	0,0111111111111	
141	0,05	0,0111111111111	
142	0,05	0,0111111111111	
143	0,05	0,0111111111111	
144	0,05	0,0111111111111	
145	0,05	0,0111111111111	
146	0,05	0,0111111111111	
147	0,05	0,0111111111111	
148	0,05	0,0111111111111	
149	0,05	0,0111111111111	
150	0,05	0,0111111111111	
151	0,05	0,0111111111111	
152	0,05	0,0111111111111	
153	0,05	0,0111111111111	
154	0,05	0,0111111111111	
155	0,05	0,0111111111111	
156	0,05	0,0111111111111	
157	0,05	0,0111111111111	
158	0,05	0,0111111111111	
159	0,05	0,0111111111111	
160	0,05	0,0111111111111	
161	0,05	0,0111111111111	
162	0,05	0,0111111111111	
163	0,05	0,0111111111111	
164	0,05	0,0111111111111	
165	0,05	0,0111111111111	
166	0,05	0,0111111111111	
167	0,05	0,0111111111111	
168	0,05	0,0111111111111	
169	0,05	0,0111111111111	
170	0,05	0,0111111111111	
171	0,05	0,0111111111111	
172	0,05	0,0111111111111	
173	0,05	0,0111111111111	
174	0,05	0,0111111111111	
175	0,05	0,0111111111111	
176	0,05	0,0111111111111	
177	0,05	0,0111111111111	
178	0,05	0,0111111111111	
179	0,05	0,0111111111111	
180	0,05	0,0111111111111	
181	0,05	0,0111111111111	
182	0,05	0,0111111111111	
183	0,05	0,0111111111111	
184	0,05	0,0111111111111	
185	0,05	0,0111111111111	
186	0,05	0,0111111111111	
187	0,05	0,0111111111111	
188	0,05	0,0111111111111	
189	0,05	0,0111111111111	
190	0,05	0,0111111111111	
191	0,05	0,0111111111111	
192	0,05	0,0111111111111	
193	0,05	0,0111111111111	
194	0,05	0,0111111111111	
195	0,05	0,0111111111111	
196	0,05	0,0111111111111	
197	0,05	0,0111111111111	
198	0,05	0,0111111111111	
199	0,05	0,0111111111111	
200	0,05	0,0111111111111	
201	0,05	0,0111111111111	
202	0,05	0,0111111111111	
203	0,05	0,0111111111111	
204	0,05	0,0111111111111	
205	0,05	0,0111111111111	
206	0,05	0,0111111111111	
207	0,05	0,0111111111111	
208	0,05	0,0111111111111	
209	0,05	0,0111111111111	
210	0,05	0,0111111111111	
211	0,05	0,0111111111111	
212	0,05	0,0111111111111	
213	0,05	0,0111111111111	
214	0,05	0,0111111111111	
215	0,05	0,0111111111111	
216	0,05	0,0111111111111	
217	0,05	0,0111111111111	
218	0,05	0,0111111111111	
219	0,05	0,0111111111111	
220	0,05	0,0111111111111	
221	0,05	0,0111111111111	
222	0,05	0,0111111111111	
223	0,05	0,0111111111111	
